text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude
"comunque,,,,, stasera mia cugina andrà al concerto di filippo e io muta a casa con l’influenza",FALSE,10,NA,2019-03-06T15:12:37Z,FALSE,NA,1103312436004904960,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",cryIngwsel,0,FALSE,FALSE,NA,NA
I'm at Tacos De La Ñora in Monterrey https://t.co/IRtfGFgI9b,FALSE,2,NA,2019-03-06T15:10:07Z,FALSE,NA,1103311804548214786,NA,"<a href=""http://foursquare.com"" rel=""nofollow"">Foursquare</a>",mala_influenza,0,FALSE,FALSE,-100.363428,25.712624
"진짜 평일에 정상적인 생활이안돼네
주말에는 잠만자고싶다",FALSE,3,NA,2019-03-06T15:08:54Z,FALSE,NA,1103311497537585152,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",influenza_211,0,FALSE,FALSE,NA,NA
so i got influenza a in Taiwan and the boy was so sweet about it. i am a lucky lucky fille. https://t.co/hBTGmJKuqZ,FALSE,1,NA,2019-03-06T15:08:40Z,FALSE,NA,1103311442088882176,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",francesgbabe,0,FALSE,FALSE,NA,NA
렌즈끼고 바로잘거야,FALSE,1,NA,2019-03-06T15:08:34Z,FALSE,NA,1103311414813290496,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",influenza_211,0,FALSE,FALSE,NA,NA
"#Estados El Secretario de Salud de #Zacatecas, @GilbertoBreC informó que del 16 de octubre de 2018 al 28 de febrero… https://t.co/0LHgQ0mq2A",FALSE,0,NA,2019-03-06T15:08:32Z,TRUE,NA,1103311407733489664,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",PoligrafoMx,0,FALSE,FALSE,NA,NA
으 자고싶어자고싶어,FALSE,1,NA,2019-03-06T15:08:29Z,FALSE,NA,1103311394902949888,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",influenza_211,0,FALSE,FALSE,NA,NA
"#Salud El titular de @SSZ_Zac, @GilbertoBreC informó que del 16 de octubre de 2018 al 28 de febrero de 2019, fueron… https://t.co/14j6XsOO4K",FALSE,0,NA,2019-03-06T15:07:36Z,TRUE,NA,1103311172793716737,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",PoligrafoZac,0,FALSE,FALSE,NA,NA
Why couldn't our enemies infect 5k migrants with diseases and send them to our borders?  Once in they could spread… https://t.co/06bczEd6MP,FALSE,0,NA,2019-03-06T15:06:37Z,TRUE,NA,1103310925925277696,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",wisekatz45,0,FALSE,FALSE,NA,NA
How many followers do you need to became an INFLUENZA on this app?,FALSE,31,NA,2019-03-06T15:06:25Z,FALSE,NA,1103310873425338380,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",gerald_the_nerd,12,FALSE,FALSE,NA,NA
"Ainda sobre o Carnaval e as doenças transmitidas pelo beijo...
2. Gripe e resfriados: A gripe é causada pelos vírus… https://t.co/6BAdLN0J0z",FALSE,1,NA,2019-03-06T15:05:21Z,TRUE,NA,1103310605233082368,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",crisherve,0,FALSE,FALSE,-51.22511476,-30.04434179
Estriol Reduces Pulmonary Immune Cell Recruitment and Inflammation to Protect Female Mice From Severe Influenza.… https://t.co/lrkYUd9FZi,FALSE,0,NA,2019-03-06T15:05:02Z,TRUE,NA,1103310526627500032,NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",LungEOPH,0,FALSE,FALSE,NA,NA
"Influenza A is going around the North Liberty/Iowa City area pretty bad right now. 
Remember to wash your hands, no… https://t.co/71M1EI657I",FALSE,0,NA,2019-03-06T15:02:52Z,TRUE,NA,1103309979937837058,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",payyyc,0,FALSE,FALSE,NA,NA
"This article should be referenced regarding the #influenza research debate and in every #biosafety meeting. 
https://t.co/1fzQMOhI4e",FALSE,0,NA,2019-03-06T15:02:26Z,FALSE,NA,1103309869896134658,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",ldpsci,0,FALSE,FALSE,NA,NA
"Er starb an Influenza und Scharlach (Streptokokken).
Was meine Schwester und die Mininichte auch aktuell haben.
Es… https://t.co/YgjRevAPDl",FALSE,54,NA,2019-03-06T15:01:15Z,TRUE,NA,1103309572167663617,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",schaefchenwolk2,0,FALSE,FALSE,NA,NA
"How is this year’s #influenza season going? 
https://t.co/GQXpGgA22q",FALSE,0,NA,2019-03-06T15:00:45Z,FALSE,NA,1103309448607612928,NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",OSUEMEdu,0,FALSE,FALSE,NA,NA
"@DrLuisO Implementation of voluntary vaccine recommendations (e.g. influenza, HPV, people who are not in schools or… https://t.co/Ss9wnM77Ya",FALSE,3,DrLuisO,2019-03-06T14:59:28Z,TRUE,1103302466672697347,1103309126141128705,574146755,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",ShohamTxID,0,FALSE,FALSE,NA,NA
@Giuliettaxxx84 Ci sono io completamente rimbambito dall'influenza. Grrrr,FALSE,0,Giuliettaxxx84,2019-03-06T14:59:07Z,FALSE,1103307271537332225,1103309035971985408,914997588,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Domenic62458378,0,FALSE,FALSE,NA,NA
"OLLI at AU - Influenza and Emergency Medicine Tickets, Fri, Mar 15, 2019 at 1:30 PM | Eventbrite https://t.co/F8YCfRfn6i",FALSE,0,NA,2019-03-06T14:57:23Z,FALSE,NA,1103308602205503488,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",DCTouristPaul,0,FALSE,FALSE,NA,NA
@UN_Women New Zealand's first statue of a non-royal woman was erected in 1923 to pay tribute the life of Dr. Margar… https://t.co/FprZqUkaNn,FALSE,1,UN_Women,2019-03-06T14:57:08Z,TRUE,1103301836877058048,1103308537176997889,17137628,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",CurvedHouseKids,1,FALSE,FALSE,NA,NA
"#VRBPAC meeting says  changes in #H3N2 viruses ""EXTRAORDINARY""
Discussion calls for changing #Quadravalent formulat… https://t.co/maWbaSwE0F",FALSE,1,Potrblog,2019-03-06T14:56:25Z,TRUE,1103301488904855553,1103308356368900096,292493063,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Potrblog,0,FALSE,FALSE,NA,NA
"De auteur van een aembenemend boek. #flu 
 #flu1918ypres @NVMGtweets @VIBlifesiences @1918Pandemic #influenza #ww1… https://t.co/fgvFlzy3e4",FALSE,1,NA,2019-03-06T14:56:19Z,TRUE,NA,1103308333694492672,NA,"<a href=""http://www.linkedin.com/"" rel=""nofollow"">LinkedIn</a>",DutchBW,1,FALSE,FALSE,NA,NA
FDA accepts Roches supplemental new drug application for Xofluza baloxavir marboxil for the treatment of influenza… https://t.co/YtJf79DJpC,FALSE,0,NA,2019-03-06T14:53:33Z,TRUE,NA,1103307637200805889,NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",DeliveryDrug,1,FALSE,FALSE,NA,NA
"@TheVeryBestBlog @SandhyaWrites It’s a fact that if it weren’t for vaccinations, thousands would have died of Small… https://t.co/3ZoQGCdstL",FALSE,0,TheVeryBestBlog,2019-03-06T14:52:55Z,TRUE,1103047529103470592,1103307476445863936,363827960,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",julieburg08,0,FALSE,FALSE,NA,NA
BREAKING: Jackie Katz stepping down as Deputy Director Influenza Division at CDC. Jackie is wonderful and has moder… https://t.co/m9wsSTjZJ6,FALSE,21,NA,2019-03-06T14:51:56Z,TRUE,NA,1103307227899801601,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",SCOTTeHENSLEY,0,FALSE,FALSE,NA,NA
Vacuna Influenza check ✅,FALSE,0,NA,2019-03-06T14:48:58Z,FALSE,NA,1103306482106449921,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",carovegar,0,FALSE,FALSE,NA,NA
"#GiovaniConsumatori 

#AcquistiOnline, influenza dei #social, pericolo #truffe, impatto della nuova #pubblicità: ch… https://t.co/stDbnkrB99",FALSE,1,NA,2019-03-06T14:40:16Z,TRUE,NA,1103304292667150337,NA,"<a href=""https://www.postpickr.com"" rel=""nofollow"">PostPickr</a>",consumatori,0,FALSE,FALSE,NA,NA
"Weekly Influenza Report, Week 9: The number of confirmed cases of flu continues to rise in Clay County, especially… https://t.co/Qgj6KFITrc",FALSE,1,NA,2019-03-06T14:39:54Z,TRUE,NA,1103304202351230978,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",claymohealth,1,FALSE,FALSE,NA,NA
"Es agotador ver enfermo a tu hijo y no encontrar la solución. Las enfermedades de tipo infeccioso (influenza, varic… https://t.co/sgt4EHi3ER",FALSE,0,NA,2019-03-06T14:39:52Z,TRUE,NA,1103304193425707009,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",vaccinesforlife,2,FALSE,FALSE,NA,NA
@modelina @PureMind__ We will spend this influenza money together,FALSE,0,modelina,2019-03-06T14:39:02Z,FALSE,1103268646892306432,1103303982540296193,259274949,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",AkinBald,0,FALSE,FALSE,NA,NA
Certe persone gratis prendono anche l'influenza.,FALSE,2,NA,2019-03-06T14:36:07Z,FALSE,NA,1103303247027228672,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Gabry32718565,0,FALSE,FALSE,NA,NA
"Columbus, Ohio for another influenza surveillance conference. Presentation is done! 😊 https://t.co/VXZe9IDtN0",FALSE,1,NA,2019-03-06T14:35:34Z,FALSE,NA,1103303108187295745,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",jennifer10010,0,FALSE,FALSE,NA,NA
"@BiazzoRiccardo @liberta_scelta In Sud America, USA, Europa, dovunque c’ è l’influenza Africana, c’è delinquenza e… https://t.co/abYriOFexN",FALSE,3,BiazzoRiccardo,2019-03-06T14:35:06Z,TRUE,1103300558721613824,1103302993674407936,2813922736,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",PaoloZenga,2,FALSE,FALSE,NA,NA
@Sbaemon Bella sbeb che influenza tutti i 73 bot che lo seguono continua così sbeb make us proud,FALSE,3,Sbaemon,2019-03-06T14:33:48Z,FALSE,1103249784327098368,1103302667198230528,716328607140945921,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Zurillie,0,FALSE,FALSE,NA,NA
@gioosw Perché non superi gossip girl che ha una pessima influenza,FALSE,0,gioosw,2019-03-06T14:33:09Z,FALSE,1103302072986947590,1103302503024730112,3341760964,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",itsclaf,0,FALSE,FALSE,NA,NA
"@Nunu18286568 Ma non è detto che Mameli la influenza, è sempre stata così, con o senza Mameli",FALSE,0,Nunu18286568,2019-03-06T14:30:57Z,FALSE,1103299515753345026,1103301948252532736,903593712516820992,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",elickzs,0,FALSE,FALSE,NA,NA
FDA accepts Roches supplemental new drug application for Xofluza baloxavir marboxil for the treatment of influenza… https://t.co/Ief5JS47gZ,FALSE,0,NA,2019-03-06T14:30:32Z,TRUE,NA,1103301843747139584,NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",PharmacyBio,1,FALSE,FALSE,NA,NA
"#Islam in #Europa. Il dibattito sull’integrazione, il ruolo delle nuove generazioni, le derive jihadiste, i progett… https://t.co/5N3sRWWbzd",FALSE,0,NA,2019-03-06T14:30:16Z,TRUE,NA,1103301777720528896,NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",fondazioneoasis,1,FALSE,FALSE,NA,NA
"Influencer | Influenza 

🧐",FALSE,0,NA,2019-03-06T14:29:54Z,FALSE,NA,1103301685030670339,NA,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>",defmech,0,FALSE,FALSE,NA,NA
"Thread by @Mr_Ozymandias: ""La ""letale"" combinazione di bioingegneria e vaccini. La Protein Sciences Corporation (PS… https://t.co/sHXe4oNUcL",FALSE,0,NA,2019-03-06T14:29:10Z,TRUE,NA,1103301500024090625,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Lelecottero,0,FALSE,FALSE,NA,NA
Watching FDA VRBPAC 2019-2020 influenza vaccine composition meeting webcast with my buddy at home this morning... https://t.co/KmOzAAwX4a,FALSE,7,NA,2019-03-06T14:28:49Z,FALSE,NA,1103301411679412231,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",SCOTTeHENSLEY,1,FALSE,FALSE,NA,NA
"I am so sick right now, it’s ridiculous. 
This Influenza A shit can kiss my ass.",FALSE,0,NA,2019-03-06T14:28:03Z,FALSE,NA,1103301219940937728,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",gabbimarie23,0,FALSE,FALSE,NA,NA
Influenza vaccination and myocarditis among patients receiving immune checkpoint inhibitors | Journal for ImmunoThe… https://t.co/kNhRCPJNbY,FALSE,0,NA,2019-03-06T14:27:29Z,TRUE,NA,1103301076835540992,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",SolmazSahebjam,0,FALSE,FALSE,NA,NA
"Se acerca campaña contra la influenza 2019. (13 marzo 2019)
Si pertenece a los grupos de riesgo debe vacunarse.
La… https://t.co/A3K5IC99ao",FALSE,1,NA,2019-03-06T14:26:09Z,TRUE,NA,1103300739189932032,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",pediatrabarreda,0,FALSE,FALSE,NA,NA
"Il punto è che arrivati a un certo punto per quanto si possa essere amici, si pensa a essere prima concorrenti ( an… https://t.co/4nukxXa5cq",FALSE,5,NA,2019-03-06T14:25:26Z,TRUE,NA,1103300559719858176,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",leonianna4,0,FALSE,FALSE,NA,NA
"#BELT&amp;ROAD: è il piano cinese di ""soft power"" per espandere la sua influenza internazionale attraverso la costruzio… https://t.co/kvDYEn519K",FALSE,0,NA,2019-03-06T14:23:22Z,TRUE,NA,1103300041987506179,NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",FocusEconomia,0,FALSE,FALSE,NA,NA
"Day 23,754 of influenza and pneumonia...Thank goodness I have my giraffe to keep me company! https://t.co/qo85c5XnVj",FALSE,1,NA,2019-03-06T14:21:53Z,FALSE,NA,1103299665376751616,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",tinatruaxauthor,0,FALSE,FALSE,NA,NA
Ya van 26 defunciones a causa de Influenza en Zacatecas @SSZ_Zac  https://t.co/012LtUlcBx https://t.co/xAmqiWe96o,FALSE,0,NA,2019-03-06T14:20:00Z,FALSE,NA,1103299191722270721,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",lasnoticiasya,0,FALSE,FALSE,NA,NA
"@keithlaw @theMaysShow29 Keith, that's not quite true. Some viral vaccines are 'alive' such as the influenza vaccin… https://t.co/ULwGV1UouE",FALSE,1,keithlaw,2019-03-06T14:19:02Z,TRUE,1103103918647713793,1103298948876378114,15146558,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",darinweed,0,FALSE,FALSE,NA,NA
Study Finds Influenza A Deadlier and More Severe Than Influenza B https://t.co/xN7wWbi8NP via @Contagion_Live,FALSE,0,NA,2019-03-06T14:16:03Z,FALSE,NA,1103298197714337798,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",EileenChoffnes,0,FALSE,FALSE,NA,NA
A riconferma di come l'intero governo sia pronto a sottrarre l'Italia dall'ambito atlantico occidentale e trasferir… https://t.co/qMXSGyoXDA,FALSE,1,NA,2019-03-06T14:14:23Z,TRUE,NA,1103297777768062976,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",camillonaborre,0,FALSE,FALSE,NA,NA
Finished listening to The Great Influenza by John M. Barry. Try #Audible and get it free: https://t.co/yLEay78tOU,FALSE,0,NA,2019-03-06T14:13:11Z,FALSE,NA,1103297477514539008,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",bibliomavin,0,FALSE,FALSE,NA,NA
@AuntyAdah Thank goodness ayam not an influenza,FALSE,5,AuntyAdah,2019-03-06T14:12:10Z,FALSE,1103293965225349120,1103297220827402240,847285262,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",_emmalez,0,FALSE,FALSE,NA,NA
"The latest CDC #FluView shows that the proportion of H3N2 viruses continues to increase and, for the most recent we… https://t.co/zGYfEtKzEY",FALSE,12,NA,2019-03-06T14:10:03Z,TRUE,NA,1103296690247876608,NA,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",CDCFlu,14,FALSE,FALSE,NA,NA
@labush8 Oshay Influenza 🙌🙌🙌🙌,FALSE,0,labush8,2019-03-06T14:08:52Z,FALSE,1103264304298627073,1103296392628445184,3185809353,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Sir_Laolord,0,FALSE,FALSE,NA,NA
The human antibody response to #influenza A virus infection and vaccination by ⁦@florian_krammer⁩  https://t.co/S6WqqFg8QF,FALSE,3,NA,2019-03-06T14:08:07Z,FALSE,NA,1103296203159150592,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",thelonevirologi,1,FALSE,FALSE,NA,NA
@toluwa75187706 @Harri_Obi Flu kò influenza ni... If e like make catarrh dey inside sef.,FALSE,0,toluwa75187706,2019-03-06T14:07:36Z,FALSE,1103292746717192194,1103296072347090949,1093824410786643968,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Empress_ug,0,FALSE,FALSE,NA,NA
I been so sick last two days with influenza my poor baby starving inside of me 😢😢 mommy sorry son,FALSE,0,NA,2019-03-06T14:07:35Z,FALSE,NA,1103296066848542720,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",MsApril11th,0,FALSE,FALSE,NA,NA
🤔 https://t.co/5lSuxtHq0Q,FALSE,0,NA,2019-03-06T14:06:21Z,FALSE,NA,1103295755543080960,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",El_Influenza,0,FALSE,FALSE,NA,NA
@Giliux https://t.co/IsDJWJqjDE,FALSE,0,Giliux,2019-03-06T14:05:18Z,FALSE,1103282214534430720,1103295492690046976,147006302,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Rafaguarneros,0,FALSE,FALSE,NA,NA
"@britainopello5 Ja, dummerweise wird aber der Oberrheingraben zum biologischen Mutationsloch. In Ostfriesland kennt… https://t.co/9QT07h7xFd",FALSE,1,britainopello5,2019-03-06T14:03:59Z,TRUE,1103254644095094785,1103295162396995585,3380110384,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",eisgott,0,FALSE,FALSE,NA,NA
Mio padre ha l’influenza e sta dormendo sul divano. Mia mamma ha mal di testa e sta dormendo in camera sua. Mio fra… https://t.co/jan54L00xt,FALSE,3,NA,2019-03-06T14:03:45Z,TRUE,NA,1103295103442083841,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",parabanuke,0,FALSE,FALSE,NA,NA
"Quelle sudate di notte quando hai l'influenza, che poi ti svegli e è passato tutto...
Così quei pianti quando ti fa… https://t.co/LLuSmLMwVg",FALSE,9,NA,2019-03-06T14:03:33Z,TRUE,NA,1103295051453603840,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",borghettana,2,FALSE,FALSE,NA,NA
Creo que alguien se va a enfermar de la influenza (gripe).. YO 👇🏼🤧🥴 Miércoles que parece lunes #BuenosDias 💆🏻‍♂️ https://t.co/aLARxlSP8x,FALSE,0,NA,2019-03-06T14:02:16Z,FALSE,NA,1103294729125576705,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",leosaltos,0,FALSE,FALSE,NA,NA
残念～,FALSE,0,NA,2019-03-06T14:02:03Z,FALSE,NA,1103294674737852417,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",tri_influenza,0,FALSE,FALSE,NA,NA
夜になると僕は、次号最終回とのこと,FALSE,0,NA,2019-03-06T14:01:53Z,FALSE,NA,1103294634208354304,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",tri_influenza,0,FALSE,FALSE,NA,NA
#FDA's #Flu #Vaccine committee is discussing if early #influenza #Vaccination is responsible for 0% effectiveness w… https://t.co/T49mL5fLdb,FALSE,0,Potrblog,2019-03-06T14:01:19Z,TRUE,1103286941267755008,1103294491056898048,292493063,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Potrblog,1,FALSE,FALSE,NA,NA
"La #Influenza se transmite cuando un enfermo tose, estornuda o habla y alguien respira el aire contaminado #Vacúnate https://t.co/8aznaikbU4",FALSE,2,NA,2019-03-06T14:00:41Z,FALSE,NA,1103294330326970370,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",saludjalisco,0,FALSE,FALSE,NA,NA
@AuntyAdah Why? Aunty Influenza,FALSE,2,AuntyAdah,2019-03-06T14:00:34Z,FALSE,1103293965225349120,1103294303852326913,847285262,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ZobaTwits,0,FALSE,FALSE,NA,NA
@SbuDaBuddist Are you an influencer or an influenza? https://t.co/WNX2osVUX5,FALSE,0,SbuDaBuddist,2019-03-06T13:58:25Z,FALSE,1103207616132644864,1103293761885560832,18979059,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",TsatsiRan,0,FALSE,FALSE,NA,NA
"@repubblica non penso lui capisce il importante di vaccini per infante. Simili di americani da partitio Republican,… https://t.co/0ibHzfG5Zl",FALSE,0,repubblica,2019-03-06T13:58:05Z,TRUE,1103283814145626114,1103293678771204096,18935802,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",kane0811,0,FALSE,FALSE,NA,NA
"Boah … 5 Minuten Küche aufräumen -&gt; Völlig im Arsch …
Fuck #influenza !",FALSE,0,NA,2019-03-06T13:56:43Z,FALSE,NA,1103293334045552641,NA,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>",Subnet_Zero,0,FALSE,FALSE,NA,NA
"@angelo77575570 @fabbri333 @CausiLuigi Tutti meritano rispetto, tranne i soliti che conosciamo. Ma rimarcare evoluz… https://t.co/hnl2lr4qfk",FALSE,1,angelo77575570,2019-03-06T13:55:55Z,TRUE,1103261173946953728,1103293132907728896,919947684177416192,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",sillacellino,0,FALSE,FALSE,NA,NA
"„Schau‘ mal, Lawtus! Das hat der Scheff in der Parfümerie dazu bekommen.“

....?

-Pffffft-  Pffffffffftttttt-Pffff… https://t.co/ho0pX7OAbb",FALSE,28,NA,2019-03-06T13:54:33Z,TRUE,NA,1103292787737485312,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",kanzleipony,0,FALSE,FALSE,NA,NA
@Empress_ug @Harri_Obi There’s flu in influenza... it’s the short form !! Haha 🤣 did you know... short Igbo girl 😂 😝,FALSE,0,Empress_ug,2019-03-06T13:54:23Z,FALSE,1103291770920673280,1103292746717192194,2352405826,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",toluwa75187706,0,FALSE,FALSE,NA,NA
Well update.. my hair is still purple.. I ended up getting this influenza A.. along with everyone else in my house.… https://t.co/bxcUQHmCry,FALSE,0,NA,2019-03-06T13:53:47Z,TRUE,NA,1103292594002391040,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",garcia_ronette,0,FALSE,FALSE,NA,NA
@ToniPirosa 🤗im Irrgarten der Harmonien🎼🎶ist Influenza ein aktueller Hit..❤🔚💓🔚❤👍💓👎❤👀😲💓💓💓✌,FALSE,0,ToniPirosa,2019-03-06T13:52:13Z,FALSE,1103283966650523649,1103292201138819072,2727433546,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",HappyTallula,0,FALSE,FALSE,NA,NA
"“Quando ti fanno il vaccino ti iniettano i virus, così possono vendere di più, non mi fido io e quando mi viene l’i… https://t.co/XoMBw1Oltf",FALSE,2,shionsuou,2019-03-06T13:51:15Z,TRUE,1103291599348551681,1103291956908703744,2595092211,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",shionsuou,0,FALSE,FALSE,NA,NA
@toluwa75187706 @Harri_Obi Influenza kò flu ní,FALSE,8,toluwa75187706,2019-03-06T13:50:31Z,FALSE,1103267839186747392,1103291770920673280,1093824410786643968,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Empress_ug,0,FALSE,FALSE,NA,NA
"@DirkSoave Io oggi, causa influenza sono piuttosto intollerante. Hanno smesso di battere,ma sono venuti a suonare alla porta di casa.",FALSE,0,DirkSoave,2019-03-06T13:48:56Z,FALSE,1103290483026128896,1103291375502675968,1057217245494030336,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",magicadespell78,0,FALSE,FALSE,NA,NA
Today's dinner selection passionately highlights char-broiled sushi with a side of appetizing influenza!,FALSE,1,NA,2019-03-06T13:44:31Z,FALSE,NA,1103290262573498370,NA,"<a href=""https://cheapbotsdonequick.com"" rel=""nofollow"">Cheap Bots, Done Quick!</a>",evkdailymenu,0,FALSE,FALSE,NA,NA
"Influencer. 
Influenza. 
Bin ich der einzige der nicht sicher ist welche von beidem die schlimmere Seuche ist?",FALSE,9,NA,2019-03-06T13:44:20Z,FALSE,NA,1103290218579402753,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Motzklotz,2,FALSE,FALSE,NA,NA
➕💯 https://t.co/oqtDtuTHkz,FALSE,0,NA,2019-03-06T13:43:38Z,FALSE,NA,1103290039092551681,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",El_Influenza,0,FALSE,FALSE,NA,NA
@El_Influenza I was thinking the same thing.,FALSE,2,El_Influenza,2019-03-06T13:43:33Z,FALSE,1103288228453535746,1103290021010915328,1070699989796577280,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",BlueAlertUs,0,FALSE,FALSE,NA,NA
